SongID,year,comboWeek,comboInstance,maxPose,top1,top5,top10
UnstoppableRascal Flatts,2009,18,2,52,0,0,0
Untie MeThe Tams,1962,7,1,60,0,0,0
Until I Find You AgainRichard Marx,1997,20,1,42,0,0,0
Until It SleepsMetallica,1996,20,1,10,0,0,1
Until It's Time For You To GoElvis Presley,1972,9,1,40,0,0,0
Until It's Time For You To GoNeil Diamond,1970,6,1,53,0,0,0
Until It's Time For You To GoThe New Birth,1973,3,1,97,0,0,0
Until NowBobby Arvon,1977,16,1,72,0,0,0
Until The End Of Time2Pac,2001,14,1,52,0,0,0
Until The End Of TimeForeigner,1995,16,1,42,0,0,0
Until The End Of TimeJustin Timberlake Duet With Beyonce,2007,25,2,17,0,0,0
Until You Come Back To Me (That's What I'm Gonna Do)Aretha Franklin,1973,21,1,3,0,3,6
Until Your Love Comes Back AroundRTZ,1992,18,1,26,0,0,0
Untitled (How Can This Happen To Me?)Simple Plan,2005,16,1,49,0,0,0
Untitled (How Does It Feel)D'Angelo,2000,17,1,25,0,0,0
Untitled 02 l 06.23.2014.Kendrick Lamar,2016,1,1,79,0,0,0
Untitled 07 l LevitateKendrick Lamar,2016,1,1,90,0,0,0
UntouchableEminem,2017,1,1,86,0,0,0
UntouchableTaylor Swift,2009,2,1,19,0,0,0
UntouchableYoungBoy Never Broke Again,2017,2,1,95,0,0,0
UntouchedThe Veronicas,2008,20,1,17,0,0,0
Unusually UnusualLonestar,2003,5,1,66,0,0,0
UnusualTrey Songz Featuring Drake,2011,11,1,68,0,0,0
Unwellmatchbox twenty,2003,54,1,5,0,2,17
UnwindRay Stevens,1968,9,1,52,0,0,0
UnwrittenNatasha Bedingfield,2005,42,1,5,0,2,13
Up -- Up And AwayThe 5th Dimension,1967,12,1,7,0,0,4
Up & DownBilly Lawrence,1997,7,2,92,0,0,0
Up A Lazy RiverSi Zentner And His Orchestra,1961,10,2,43,0,0,0
Up Above My Head (I Hear Music In The Air)Al (He's the King) Hirt,1964,5,1,85,0,0,0
Up All NightBlink-182,2011,2,1,65,0,0,0
Up All NightDrake Featuring Nicki Minaj,2010,2,1,49,0,0,0
Up All NightJon Pardi,2013,13,1,56,0,0,0
Up All NightKhalid,2019,1,1,89,0,0,0
Up All NightSlaughter,1990,14,1,27,0,0,0
Up And DownThe McCoys,1966,6,1,46,0,0,0
Up Around The Bend/Run Through The JungleCreedence Clearwater Revival,1970,11,1,4,0,2,5
Up Down (Do This All Day)T-Pain Featuring B.o.B,2013,20,1,62,0,0,0
Up DownMorgan Wallen Featuring Florida Georgia Line,2018,20,1,49,0,0,0
Up For The Down StrokeParliament,1974,9,1,63,0,0,0
Up From The SkiesThe Jimi Hendrix Experience,1968,4,1,82,0,0,0
Up In A Puff Of SmokePolly Brown,1975,13,1,16,0,0,0
Up In HeahIke & Tina Turner,1972,4,1,83,0,0,0
Up Jumps Da BoogieMagoo And Timbaland,1997,20,1,12,0,0,0
Up On Cripple CreekThe Band,1969,14,1,25,0,0,0
Up On The RidgeDierks Bentley,2010,1,1,99,0,0,0
Up On The RoofJames Taylor,1979,11,1,28,0,0,0
Up On The RoofLaura Nyro,1970,2,1,92,0,0,0
Up On The RoofThe Cryan' Shames,1968,3,1,85,0,0,0
Up On The RoofThe Drifters,1962,20,1,5,0,1,3
Up Out My FaceMariah Carey Featuring Nicki Minaj,2010,1,1,100,0,0,0
Up The Creek (without A Paddle)The Temptations,1976,3,1,94,0,0,0
Up The Ladder To The RoofThe Supremes,1970,11,1,10,0,0,1
"Up Tight, Good ManLaura Lee",1967,6,1,93,0,0,0
Up TightRamsey Lewis,1966,5,1,49,0,0,0
Up To My Neck In High Muddy WaterLinda Ronstadt & The Stone Poneys,1968,2,1,93,0,0,0
Up To SomethingMetro Boomin Featuring Travis Scott & Young Thug,2018,1,1,100,0,0,0
Up To The MountainCrystal Bowersox,2010,1,1,57,0,0,0
Up To The MountainKelly Clarkson Featuring Jeff Beck,2007,2,1,56,0,0,0
Up TownRoy Orbison,1960,6,2,72,0,0,0
Up Until NowJohnnie Ray,1958,3,1,81,0,0,0
Up Where We BelongJoe Cocker And Jennifer Warnes,1982,23,1,1,3,6,7
Up Your NoseGabriel Kaplan,1977,3,1,91,0,0,0
Up-HardWillie Mitchell,1968,4,1,91,0,0,0
Up-Up And AwayHugh Masekela,1967,8,1,71,0,0,0
Up-Up And AwayThe Johnny Mann Singers,1967,3,1,91,0,0,0
UP!LoveRance Featuring IamSu & Skipper or 50 Cent,2012,20,1,46,0,0,0
Up!Shania Twain,2003,10,1,63,0,0,0
Upgrade UBeyonce Featuring Jay Z,2006,18,5,59,0,0,0
UprisingMuse,2009,20,2,37,0,0,0
UproarLil Wayne,2018,20,1,7,0,0,1
Ups And DownsPaul Revere & The Raiders,1967,8,1,22,0,0,0
UpsetterGrand Funk Railroad,1972,5,1,73,0,0,0
Upside DownDiana Ross,1980,29,1,1,4,11,14
Upside DownJack Johnson,2006,20,1,38,0,0,0
Uptight (Everything's Alright)Nancy Wilson,1966,4,1,84,0,0,0
Uptight (Everything's Alright)Stevie Wonder,1965,14,1,3,0,3,4
Uptight (Everything's Alright)The Jazz Crusaders,1966,1,1,95,0,0,0
Uptown & CountryTom Scott,1976,3,1,80,0,0,0
Uptown Festival (Part 1)Shalamar,1977,17,1,25,0,0,0
Uptown Funk!Mark Ronson Featuring Bruno Mars,2014,56,2,1,14,25,31
Uptown GirlBilly Joel,1983,22,1,3,0,7,10
F**k LoveXXXTENTACION Featuring Trippie Redd,2017,20,2,28,0,0,0
Jocelyn FloresXXXTENTACION,2017,20,2,19,0,0,0
Even Though I'm LeavingLuke Combs,2019,34,2,11,0,0,0
"Eastsidebenny blanco, Halsey & Khalid",2019,52,1,9,0,0,2
Uptown GirlGlee Cast,2011,1,1,68,0,0,0
Uptown VibesMeek Mill Featuring Fabolous & Anuel AA,2018,3,1,39,0,0,0
UptownThe Crystals,1962,13,1,13,0,0,0
UrgentForeigner,1981,23,1,4,0,4,7
Us And Love (We Go Together)Kenny Nolan,1980,8,1,44,0,0,0
Use It Up And Wear It OutPat & Mick,1990,7,1,81,0,0,0
Use MeBill Withers,1972,12,1,2,0,3,5
Use SomebodyKings Of Leon,2008,57,2,4,0,7,12
Use Ta Be My GirlThe O'Jays,1978,19,1,4,0,3,7
Use This GospelKanye West Featuring Clipse & Kenny G,2019,1,1,37,0,0,0
Use Your HeadMary Wells,1965,6,1,34,0,0,0
Use Your HeartSWV,1996,20,1,22,0,0,0
Used 2Lil Wayne,2018,1,1,78,0,0,0
Used To BeCharlene & Stevie Wonder,1982,11,1,46,0,0,0
Used To Love UJohn Legend,2004,13,1,74,0,0,0
Used To Love You SoberKane Brown,2015,1,1,82,0,0,0
Used To Love YouGwen Stefani,2015,9,2,52,0,0,0
Used To ThisFuture Featuring Drake,2016,18,1,14,0,0,0
Used ToDrake Featuring Lil Wayne,2015,2,1,84,0,0,0
UtopiaFrank Gari,1960,14,1,27,0,0,0
V. 3005Childish Gambino,2013,20,2,64,0,0,0
V.S.O.P.K. Michelle,2013,4,1,89,0,0,0
Va Va VoomNicki Minaj,2012,20,2,22,0,0,0
VacationConnie Francis,1962,9,1,9,0,0,2
VacationGo-Go's,1982,14,1,8,0,0,4
Vado ViaDrupi,1973,4,1,88,0,0,0
VahevalaKenny Loggins With Jim Messina,1972,5,1,84,0,0,0
Vaina LocaOzuna x Manuel Turizo,2018,2,2,94,0,0,0
Valentine LoveNorman Connors,1976,3,1,97,0,0,0
ValentineMartina McBride With Jim Brickman,1997,20,1,50,0,0,0
Valentino24kGoldn,2019,1,1,92,0,0,0
ValerieCymarron,1971,4,1,96,0,0,0
ValerieGlee Cast,2010,1,1,54,0,0,0
ValerieSteve Winwood,1982,24,2,9,0,0,1
ValleriThe Monkees,1968,10,1,3,0,2,5
Valley GirlFrank Zappa,1982,12,1,32,0,0,0
Valley Of The DollsKing Curtis & The Kingpins,1968,2,1,83,0,0,0
ValotteJulian Lennon,1984,19,1,9,0,0,4
Valuable PainYoungBoy Never Broke Again,2019,2,1,87,0,0,0
VanceRoger Miller,1968,6,1,80,0,0,0
Vanilla ÓlayJackie DeShannon,1972,9,1,76,0,0,0
Vanilla TwilightOwl City,2009,5,4,72,0,0,0
Vanishing PointThe Marketts,1964,4,1,90,0,0,0
Vanity KillsABC,1986,4,1,91,0,0,0
VansThe Pack,2006,3,1,58,0,0,0
Vaquero (Cowboy)The Fireballs,1960,1,1,99,0,0,0
Variety TonightREO Speedwagon,1987,9,1,60,0,0,0
Vaya Con DiosDawn Featuring Tony Orlando,1972,3,1,95,0,0,0
Vaya Con DiosFreddy Fender,1976,6,1,59,0,0,0
Vaya Con DiosThe Drifters,1964,7,1,43,0,0,0
VehicleThe Ides Of March,1970,12,1,2,0,3,5
Velcro FlyZZ Top,1986,12,1,35,0,0,0
Velvet WatersThe Megatrons,1959,9,1,51,0,0,0
VelvetChris Jamison,2015,1,1,53,0,0,0
VengeanceCarly Simon,1979,7,1,48,0,0,0
VenomEminem,2018,5,2,43,0,0,0
Ventura HighwayAmerica,1972,12,1,8,0,0,3
Venus And Mars Rock ShowWings,1975,9,1,12,0,0,0
Venus In Blue JeansJimmy Clanton,1962,13,1,7,0,0,1
VenusBananarama,1986,19,1,1,1,4,7
VenusFrankie Avalon,1959,28,2,1,5,8,10
VenusLady Gaga,2013,1,1,32,0,0,0
VenusThe Shocking Blue,1969,14,1,1,1,5,9
VeronicaElvis Costello,1989,14,1,19,0,0,0
Versace On The FloorBruno Mars,2016,14,3,33,0,0,0
VersaceMigos,2013,1,1,99,0,0,0
VertigoKhalid,2018,1,1,89,0,0,0
VertigoU2,2004,20,1,31,0,0,0
"Very SpecialBig Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",1993,20,1,31,0,0,0
Very SpecialDebra Laws,1981,5,1,90,0,0,0
VeteBad Bunny,2019,4,1,33,0,0,0
VibeologyPaula Abdul,1992,14,1,16,0,0,0
VIBEZDaBaby,2019,12,1,21,0,0,0
Vibin'Boyz II Men,1995,14,1,56,0,0,0
ViceMiranda Lambert,2016,19,1,47,0,0,0
Victim Of A Foolish HeartBettye Swann,1972,9,1,63,0,0,0
Victim Of LoveBryan Adams,1987,12,1,32,0,0,0
Victim Of LoveElton John,1979,10,1,31,0,0,0
Victim Of The GhettoThe College Boyz,1992,15,1,68,0,0,0
VictoriaThe Kinks,1970,9,1,62,0,0,0
VictoriousPanic! At The Disco,2016,4,2,89,0,0,0
Victory LapNipsey Hussle Featuring Stacy Barthe,2019,1,1,100,0,0,0
Victory LineLimited Warranty,1986,8,1,79,0,0,0
VictoryKool & The Gang,1986,18,1,10,0,0,1
VictoryPuff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,1998,20,1,19,0,0,0
Video GamesLana Del Rey,2012,1,1,91,0,0,0
Video Killed The Radio StarThe Buggles,1979,10,1,40,0,0,0
Video PhoneBeyonce Featuring Lady Gaga,2009,5,1,65,0,0,0
VideoIndia.Arie,2001,31,2,47,0,0,0
VideoJeff Lynne,1984,3,1,85,0,0,0
Vienna CallingFalco,1986,14,1,18,0,0,0
ViewsDrake,2016,1,1,86,0,0,0
Village Of LoveNathaniel Mayer And The Fabulous Twilights,1962,12,1,22,0,0,0
Ville MentalityJ. Cole,2016,2,1,24,0,0,0
"Vincent (Starry, Starry Night)/Castles In The AirDon McLean",1972,12,1,12,0,0,0
Violence Of Summer (Love's Taking Over)Duran Duran,1990,7,1,64,0,0,0
Violent CrimesKanye West,2018,2,1,27,0,0,0
Violet HillColdplay,2008,10,1,40,0,0,0
Virgin ManSmokey Robinson,1974,7,1,56,0,0,0
Virginia (Touch Me Like You Do)Bill Amesbury,1974,9,1,59,0,0,0
Vision Of LoveMariah Carey,1990,22,1,1,4,6,7
"Visions Of A Sunset (From ""Mr. Holland's Opus"")Shawn Stockman",1996,15,1,45,0,0,0
Vitamin LB.E. Taylor Group,1984,8,1,66,0,0,0
Vitamin R (Leading Us Along)Chevelle,2004,12,1,68,0,0,0
Viva La VidaColdplay,2008,51,1,1,1,8,16
Viva Las VegasElvis Presley,1964,1,1,92,0,0,0
Viva Las VegasElvis Presley With The Jordanaires,1964,7,1,29,0,0,0
Viva Tirado - Part IEl Chicano,1970,9,1,28,0,0,0
Vivir Mi VidaMarc Anthony,2013,5,2,92,0,0,0
Vivrant ThingQ-Tip,1999,20,1,26,0,0,0
VogueMadonna,1990,24,1,1,3,7,8
Voice Of America's SonsJohn Cafferty & The Beaver Brown Band,1986,8,1,62,0,0,0
Voice Of FreedomFreedom Williams,1993,4,1,74,0,0,0
Voice Of FreedomJim Kirk And The Tm Singers,1980,3,1,71,0,0,0
Voice On The RadioConductor,1982,5,1,63,0,0,0
Voice Your ChoiceThe Radiants,1964,9,1,51,0,0,0
Voices Carry'Til Tuesday,1985,21,1,8,0,0,2
Voices Of BabylonThe Outfield,1989,14,1,25,0,0,0
Voices That CareVoices That Care,1991,16,1,11,0,0,0
VoicesCheap Trick,1979,11,1,32,0,0,0
VoicesChris Young,2010,20,1,53,0,0,0
Volare (Nel Blu Dipinto Di Blu)Dean Martin,1958,13,1,15,0,0,0
"Volare (Nel Blu, Dipinto Di Blu)The McGuire Sisters",1958,1,1,80,0,0,0
VolareAl Martino,1975,10,1,33,0,0,0
VolareBobby Rydell,1960,15,1,4,0,2,5
VolcanoJimmy Buffett,1979,7,1,66,0,0,0
VolunteersJefferson Airplane,1969,10,1,65,0,0,0
Voo DooRachel Sweet,1983,5,1,72,0,0,0
Voodoo WomanBobby Goldsboro,1965,11,1,27,0,0,0
Voodoo WomanSimon Stokes/Nighthawks,1969,2,1,90,0,0,0
Voulez-VousABBA,1979,3,1,80,0,0,0
VowGarbage,1995,2,1,97,0,0,0
Vox HumanaKenny Loggins,1985,10,1,29,0,0,0
VoyeurKim Carnes,1982,12,1,29,0,0,0
VulnerableSecondhand Serenade,2007,1,1,83,0,0,0
W O R K I N M EQuavo,2018,15,1,52,0,0,0
Wabash BluesThe Viscounts,1960,7,1,77,0,0,0
Wack WackThe Young Holt Trio,1966,8,1,40,0,0,0
Wade In The WaterHerb Alpert & The Tijuana Brass,1967,5,1,37,0,0,0
Wade In The WaterRamsey Lewis,1966,13,1,19,0,0,0
WadsyanameNelly,2007,6,1,43,0,0,0
Wagon WheelDarius Rucker,2013,26,2,15,0,0,0
Wait (The Whisper Song)Ying Yang Twins,2005,22,1,15,0,0,0
Wait A MinuteRay J Featuring Lil' Kim,2001,17,1,30,0,0,0
Wait A MinuteThe Coasters,1961,8,1,37,0,0,0
Wait A MinuteThe Pussycat Dolls Featuring Timbaland,2006,17,2,28,0,0,0
Wait A MinuteTim Tam And The Turn-Ons,1966,5,1,76,0,0,0
Wait For A MinuteTyga & Justin Bieber,2013,1,1,68,0,0,0
Wait For MeDaryl Hall John Oates,1979,19,1,18,0,0,0
Wait For MeThe Playmates,1960,8,1,37,0,0,0
Wait For YouBonham,1989,15,1,55,0,0,0
Wait For YouElliott Yamin,2007,30,2,13,0,0,0
Wait On LoveMichael Bolton,1988,6,1,79,0,0,0
Wait Til' My Bobby Gets HomeDarlene Love,1963,10,1,26,0,0,0
Waitin' In Your Welfare LineBuck Owens,1966,7,1,57,0,0,0
Waitin' On A WomanBrad Paisley,2008,20,1,44,0,0,0
Waiting At The Bus StopBobby Sherman,1971,5,1,54,0,0,0
Waiting For A Girl Like YouForeigner,1981,23,1,2,0,13,15
Waiting For A Star To FallBoy Meets Girl,1988,25,1,5,0,3,6
Waiting For LoveAlias,1991,17,1,13,0,0,0
Waiting For SupermanDaughtry,2013,17,3,66,0,0,0
Waiting For That DayGeorge Michael,1991,10,1,27,0,0,0
Waiting For The EndLinkin Park,2010,23,3,42,0,0,0
Waiting For TonightJennifer Lopez,1999,20,1,8,0,0,4
Waiting For WednesdayLisa Loeb & Nine Stories,1996,5,1,83,0,0,0
Waiting For Your LoveToto,1983,6,1,73,0,0,0
Waiting For YouSeal,2003,8,1,89,0,0,0
Waiting GameSwing Out Sister,1989,4,1,86,0,0,0
Waiting On A FriendThe Rolling Stones,1981,15,1,13,0,0,0
Waiting On The World To ChangeJohn Mayer,2006,40,1,14,0,0,0
WaitJimmy Clanton,1960,3,1,91,0,0,0
WaitMaroon 5,2017,24,2,24,0,0,0
WaitWhite Lion,1988,21,1,8,0,0,2
Waka Waka (This Time For Africa)Shakira Featuring Freshlyground,2010,18,2,38,0,0,0
WAKA6ix9ine Featuring A Boogie Wit da Hoodie,2018,3,1,51,0,0,0
Wake Me Up Before You Go-GoWham!,1984,24,1,1,3,6,8
Wake Me Up When September EndsGreen Day,2005,27,1,6,0,0,7
Wake Me Up!Avicii,2013,54,2,4,0,12,21
Wake Me When It's OverAndy Williams,1960,8,1,50,0,0,0
"Wake Me, Shake MeThe Coasters",1960,9,1,51,0,0,0
Wake Up (Next To You)Graham Parker & The Shot,1985,12,1,39,0,0,0
Wake Up And Be SomebodyBrainstorm,1977,3,1,86,0,0,0
Wake Up And Love MeApril,1974,4,1,93,0,0,0
Wake Up CallMaroon 5,2007,22,1,19,0,0,0
Wake Up Everybody (Part 1)Harold Melvin And The Blue Notes,1975,17,1,12,0,0,0
Wake Up In The SkyGucci Mane X Bruno Mars X Kodak Black,2018,26,1,11,0,0,0
Wake Up Little SusieSimon & Garfunkel,1982,11,1,27,0,0,0
Wake Up Lovin' YouCraig Morgan,2014,2,2,99,0,0,0
Wake Up My LoveGeorge Harrison,1982,5,1,53,0,0,0
Wake Up SusanThe Spinners,1976,5,1,56,0,0,0
"Wake Up, Wake UpThe Grass Roots",1967,5,1,68,0,0,0
Wake UpFetty Wap,2016,13,2,50,0,0,0
Wake UpHilary Duff,2005,6,1,29,0,0,0
Wake UpThe Chambers Brothers,1969,2,1,92,0,0,0
Wake UpTravis Scott,2018,7,2,30,0,0,0
Waking Up AlonePaul Williams,1972,9,1,60,0,0,0
Waking Up In VegasKaty Perry,2009,23,1,9,0,0,4
Walk -- Don't RunThe Ventures,1960,18,1,2,0,5,9
Walk A Little StraighterBilly Currington,2003,15,1,67,0,0,0
Walk A Mile In My ShoesJoe South and The Believers,1970,11,1,12,0,0,0
Walk Away (Remember Me)Paula DeAnda Featuring The DEY,2006,22,1,18,0,0,0
Walk Away From LoveDavid Ruffin,1975,15,1,9,0,0,3
Walk Away ReneeFour Tops,1968,8,1,14,0,0,0
Walk Away ReneeSouthside Johnny & The Jukes,1986,5,1,98,0,0,0
Walk Away ReneeThe Left Banke,1966,13,1,5,0,1,4
Walk AwayDonna Summer,1980,11,1,36,0,0,0
Walk AwayKelly Clarkson,2006,29,1,12,0,0,0
Walk AwayMatt Monro,1964,9,1,23,0,0,0
Walk AwayThe James Gang,1971,10,1,51,0,0,0
Walk Easy My SonJerry Butler,1971,2,1,93,0,0,0
Walk In The NightJr. Walker & The All Stars,1972,12,1,46,0,0,0
Walk In The SunBruce Hornsby,1995,9,1,54,0,0,0
Walk It OutUnk,2006,36,1,10,0,0,1
Walk It Talk ItMigos Featuring Drake,2018,22,1,10,0,0,1
"Walk Like A Man (From ""A Fine Mess"")Mary Jane Girls",1986,10,1,41,0,0,0
Walk Like A ManGrand Funk,1973,12,1,19,0,0,0
Walk Like A ManThe 4 Seasons,1963,13,1,1,3,6,7
Walk Like An EgyptianThe Bangles,1986,23,1,1,4,7,8
Walk Me HomeP!nk,2019,20,2,49,0,0,0
Walk Of LifeDire Straits,1985,21,1,7,0,0,4
Walk On ByAWB,1979,3,1,92,0,0,0
Walk On ByDionne Warwick,1964,13,1,6,0,0,5
Walk On ByGloria Gaynor,1975,1,1,98,0,0,0
Walk On ByIsaac Hayes,1969,12,2,30,0,0,0
Walk On ByLeroy Van Dyke,1961,17,1,5,0,3,9
Walk On BySybil,1990,6,1,74,0,0,0
Walk On The OceanToad The Wet Sprocket,1992,20,1,18,0,0,0
Walk On The Wild Side (Part 1)Jimmy Smith And The Big Band,1962,13,1,21,0,0,0
Walk On The Wild SideBrook Benton,1962,7,1,43,0,0,0
Walk On The Wild SideLou Reed,1973,14,1,16,0,0,0
Walk On WaterEddie Money,1988,21,1,9,0,0,4
Walk On WaterEminem Featuring Beyonce,2017,4,1,14,0,0,0
Walk On WaterNeil Diamond,1972,12,1,17,0,0,0
Walk On With The DukeThe Duke Of Earl,1962,2,1,91,0,0,0
Walk OnNeil Young,1974,7,1,69,0,0,0
Walk Right BackThe Everly Brothers,1961,13,1,7,0,0,4
Walk Right InDr. Hook,1977,10,1,46,0,0,0
Walk Right InThe Moments,1963,5,1,82,0,0,0
Walk Right InThe Rooftop Singers,1963,13,1,1,2,6,7
Walk Right NowThe Jacksons,1981,4,1,73,0,0,0
Walk Right Up To The SunThe Delfonics,1971,6,1,81,0,0,0
Walk SlowLittle Willie John,1960,8,1,48,0,0,0
Walk Tall2 Of Clubs,1967,3,1,92,0,0,0
Walk The DinosaurWas (Not Was),1989,16,1,7,0,0,3
Walk This WayAerosmith,1976,17,1,10,0,0,2
Walk This WayRun-D.M.C.,1986,16,1,4,0,1,5
Walk Through FireBad Company,1991,17,1,28,0,0,0
Walk ThruRich Homie Quan Featuring Problem,2014,7,1,74,0,0,0
Walk With Faith In Your HeartThe Bachelors,1967,3,1,83,0,0,0
Walk-Don't Run '64The Ventures,1964,11,1,8,0,0,2
Walked Outta HeavenJagged Edge,2003,27,1,6,0,0,10
WalkFoo Fighters,2011,13,1,83,0,0,0
Walkin' Back To HappinessHelen Shapiro,1961,1,1,100,0,0,0
Walkin' In The Rain With The One I LoveLove Unlimited,1972,14,1,14,0,0,0
Walkin' In The RainJay & The Americans,1969,15,1,19,0,0,0
Walkin' In The SunshineRoger Miller,1967,7,1,37,0,0,0
Walkin' My Cat Named DogNorma Tanega,1966,9,1,22,0,0,0
Walkin' On The MoonThe-Dream Featuring Kanye West,2009,9,1,87,0,0,0
Walkin' ProudThe Pete Klint Quintet,1967,3,1,98,0,0,0
Walkin' ShoesTora Tora,1989,6,1,86,0,0,0
Walkin' To Mother'sRay Anthony and His Orchestra,1959,1,1,96,0,0,0
Walkin' With My AngelBobby Vee,1961,10,1,53,0,0,0
Walking AlongThe Diamonds,1958,12,1,29,0,0,0
Walking AwayCraig David,2002,20,1,44,0,0,0
Walking AwayInformation Society,1988,19,1,9,0,0,3
Walking Down Your StreetThe Bangles,1987,16,1,11,0,0,0
Walking In L.a.Missing Persons,1983,6,1,70,0,0,0
Walking In MemphisLonestar,2003,11,1,61,0,0,0
Walking In MemphisMarc Cohn,1991,23,1,13,0,0,0
Walking In My ShoesDepeche Mode,1993,8,1,69,0,0,0
Walking In My SleepRoger Daltrey,1984,9,1,62,0,0,0
Walking In RhythmThe Blackbyrds,1975,17,1,6,0,0,4
Walking In The RainThe Ronettes,1964,11,1,23,0,0,0
Walking Into SunshineCentral Line,1981,6,1,84,0,0,0
Walking On A DreamEmpire Of The Sun,2016,5,2,65,0,0,0
Walking On A Thin LineHuey Lewis & The News,1984,15,1,18,0,0,0
Walking On AirKaty Perry,2013,1,1,34,0,0,0
Walking On Broken GlassAnnie Lennox,1992,25,1,14,0,0,0
Walking On SunshineKatrina And The Waves,1985,21,1,9,0,0,3
Walking On The Chinese WallPhilip Bailey,1985,12,1,46,0,0,0
Walking On Thin IceYoko Ono,1981,10,1,58,0,0,0
Walking ProudSteve Lawrence,1963,9,1,26,0,0,0
Walking The DogRufus Thomas,1963,14,1,10,0,0,2
Walking The Floor Over YouPat Boone,1960,8,1,44,0,0,0
Walking Through The CountryThe Grass Roots,1970,8,1,44,0,0,0
Walking Through WallsThe Escape Club,1989,6,1,81,0,0,0
Walking To JerusalemTracy Byrd,1995,3,1,92,0,0,0
Walking To New OrleansFats Domino,1960,14,1,6,0,0,2
WalkingMary Mary,2011,5,2,94,0,0,0
Walks Like A LadyJourney,1980,13,1,32,0,0,0
Wall To WallChris Brown,2007,9,2,79,0,0,0
"Walls (From ""She's The One"")Tom Petty And The Heartbreakers",1996,4,1,69,0,0,0
Waltzing MatildaJimmie Rodgers,1960,8,1,41,0,0,0
Wang Dang DoodleKo Ko Taylor,1966,8,1,58,0,0,0
Wang Dang DoodleThe Pointer Sisters,1973,8,1,61,0,0,0
Wango TangoTed Nugent,1980,4,1,86,0,0,0
Wanksta50 Cent,2002,20,1,13,0,0,0
"Wanna Be A BallerLil' Troy Featuring Yungsta, Fat Pat, Lil' Will, Hawk, Big T",1999,12,1,70,0,0,0
Wanna Be Startin' Somethin' 2008Michael Jackson With Akon,2008,3,1,81,0,0,0
Wanna Be Startin' Somethin'Glee Cast,2012,1,1,78,0,0,0
Wanna Be Startin' Somethin'Michael Jackson,1983,15,1,5,0,2,6
Wanna Be That SongBrett Eldredge,2016,20,1,46,0,0,0
"Wanna Be With YouEarth, Wind & Fire",1982,7,1,51,0,0,0
Wanna DanceYasmin,1991,4,1,76,0,0,0
Wanna Get To Know YouG-Unit Featuring Joe,2004,18,1,15,0,0,0
Wanna Make Love (Come Flick My BIC)Sun,1976,6,1,76,0,0,0
WannabeSpice Girls,1997,23,1,1,4,12,15
WannagirlJeremy Jordan,1993,14,1,28,0,0,0
Want AdsThe Honey Cone,1971,16,1,1,1,5,8
"Want It, Need ItPlies Featuring Ashanti",2009,1,1,96,0,0,0
Want To Want MeJason Derulo,2015,35,1,5,0,2,9
Want ToSugarland,2006,20,1,32,0,0,0
Want U BackCher Lloyd,2012,20,1,12,0,0,0
Want You Back5 Seconds Of Summer,2018,1,1,61,0,0,0
Want You For My Girlfriend4 By Four,1987,6,1,79,0,0,0
Want You To KnowRotary Connection,1970,2,1,96,0,0,0
Wanted Dead Or AliveBon Jovi,1987,17,1,7,0,0,5
Wanted Dead Or AliveChris Daughtry,2006,3,1,43,0,0,0
Wanted ManRatt,1984,3,1,87,0,0,0
Wanted You MoreLady Antebellum,2011,5,2,34,0,0,0
Wanted YouNAV Featuring Lil Uzi Vert,2017,6,2,64,0,0,0
"Wanted: Lover, No Experience NecessaryLaura Lee",1967,2,1,84,0,0,0
WantedHunter Hayes,2012,46,1,16,0,0,0
WantedJessie James,2009,12,2,40,0,0,0
"War GamesCrosby, Stills & Nash",1983,9,1,45,0,0,0
War SongNeil Young & Graham Nash,1972,6,1,61,0,0,0
WarBruce Springsteen,1986,12,1,8,0,0,3
WarEdwin Starr,1970,15,1,1,3,6,8
Warm And Tender LovePercy Sledge,1966,9,1,17,0,0,0
Warm It UpKris Kross,1992,20,1,13,0,0,0
Warm It UpLogic Featuring Young Sinatra,2018,1,1,98,0,0,0
Warm RideRare Earth,1978,11,1,39,0,0,0
Warm Summer DazeVybe,1995,5,1,81,0,0,0
Warmed Over Kisses (Left Over Love)Brian Hyland,1962,8,1,25,0,0,0
Warrior's DrumKing Just,1994,5,1,96,0,0,0
WarriorNelly,2008,1,1,96,0,0,0
Was Dog A DoughnutCat Stevens,1977,9,1,70,0,0,0
Was It Good To YouThe Isley Brothers,1969,5,1,83,0,0,0
Was It Nothing At AllMichael Damian,1989,21,1,24,0,0,0
Washed Ashore (On A Lonely Island In The Sea)The Platters,1967,8,1,56,0,0,0
Washed AwayTom Cochrane,1992,4,1,88,0,0,0
Washington SquareThe Village Stompers,1963,14,1,2,0,5,7
Wasn't It GoodCher,1979,7,1,49,0,0,0
Wasn't That A PartyThe Rovers,1981,17,1,37,0,0,0
Wasn't The Summer Short?Johnny Mathis,1961,1,1,89,0,0,0
WassupLogic Featuring Big Sean,2018,1,1,83,0,0,0
Waste It On MeSteve Aoki Featuring BTS,2018,1,1,89,0,0,0
Wasted Days And Wasted NightsFreddy Fender,1975,19,1,8,0,0,3
Wasted LoveMatt McAndrew,2015,1,1,14,0,0,0
"Wasted On The WayCrosby, Stills & Nash",1982,15,1,9,0,0,5
